qa_type,question,q_entity,answer,a_entity,intent
qa,"네, 카페라테 한 잔에 샷 한 번 들어가요?","카페라테,한 잔,샷,한 번",원샷 들어갑니다,원샷,메뉴문의
qa,"네, 밑에 카페 아메리카노는 그냥 일반 아메리카노 맞죠?","카페 아메키라노,아메리카노","네, 맞습니다",,메뉴문의
qa,"아니요, 바닐라 블랙 티 라테가 뭐예요?",바닐라 블랙 티 라테,홍차 파우더 들어간 음료에 바닐라 시럽 넣어서 달콤하게 드실 수 있는 티 라테에요,"홍차 파우더, 음료, 바닐라 시럽, 달콤, 티 라테",메뉴문의
qa,좀 달 직한 거죠?,달작,"네, 달달한 건데 원하시면 안에 들어가는 시럽 뺄 수도 있어요","달달, 시럽",메뉴문의
qa,베리 케이크랑 크림이 다르다는 거죠?,"베리 케이크,크림",베리 케이크는 블루베리랑 라즈베리같이 준비해드립니다,"베리 케이크, 블루베리, 라즈베리",메뉴문의
qa,스위트 팬케이크 이거 안에 뭐 들었어요?,스위트 팬케이크,"팬케이크 안에는 아무것도 없고, 커스터드 크림이랑 같이 준비해드립니다","팬케이크, 커스터드 크림",메뉴문의
qa,생강 향 나고 좀 달달하죠?,"생강향,달달",시럽이 한 번 들어가는데 엄청 달 지는 않아요,"시럽, 한 번",메뉴문의
qa,"네, 마샬라차이 저거는 뭐예요?",마샬라차이,마셜 라차 이는 약간 생강 향 나는 음료입니다,"마샬라차이, 생강향, 음료",메뉴문의
qa,가져갈 건데 콜드브루는 시원한 거만 되죠?,"콜드브루,시원",아이스만 됩니다,아이스,메뉴문의
qa,블루베리 쿠키 치즈 케이크 이거는 뭐 들었어요?,블루베리 쿠키치즈 케이크,안에 진하고 좀 꾸덕꾸덕한 치즈케이크 들었어요,"진하고, 치즈케이크",메뉴문의
qa,아이스크림은 어디에 있어요?,아이스크림,"아이스크림은 여기 있는 게 전부이고, 삼천오백 원이에요","아이스크림, 삼천 오백 원",메뉴문의
qa,원래 있기는 있어요?,,액체 생크림은 카페마다 달라요,"액체, 생크림, 카페",메뉴문의
qa,"생크림이 고체가 있고, 액체도 있나요?","생크림,고체,액체",액체 생크림은 없어요,"액체, 생크림",메뉴문의
qa,블루베리 주스 맛있다고 그러던데,블루베리 주스,지금은 블루베리 주스 안 돼요,블루베리 주스,메뉴문의
qa,히비스커스라는 식물 이름이 있어요?,"히비스커스,식물,이름","네, 루이보스, 히비스커스, 레몬밤 모두 허브 종류이고, 그 종류 별로 허브차가 나와요","루이보스, 히비스커스, 레몬밤, 허브, 종류, 허브차",메뉴문의
qa,니트로 커피는 뭐예요?,니트로 커피,니트로는 에스프레소인데 콜드브루 베이스라고 해서 천천히 내려서 냉장 추출한 것을 가스통에 질소를 넣고 만들면 거품도 나고 맥주처럼 부드러워요,"니트로, 에스프레소, 콜드브루, 베이스, 냉장, 추출, 가스통, 질소, 거품, 맥주",메뉴문의
qa,허브차는 어떤 거,허브차,허브차 종류는 여기 있습니다,허브차 종류,메뉴문의
qa,커피 코너에서 달지 않은 거는 아메리카노 밖에 없나요,"커피,아메리카노",달지 않은 커피 중에 우유가 들어간 카페라테도 있어요,"커피, 우유, 카페라테",메뉴문의
qa,딸기 100프로에요?,"딸기,100프로","네, 딸기 100프로입니다","딸기, 100프로",메뉴문의
qa,잼이 들어간다고요?,잼,"네, 스무디에 딸기 90프로, 딸기잼 10프로 들어가요","스무디, 딸기, 90프로, 딸기잼, 10프로",메뉴문의
qa,딸기는 몇 프로 들어가요?,"딸기,몇 프로","딸기 많이 들어가고, 직접 만든 딸기잼도 들어갑니다","딸기, 딸기잼",메뉴문의
qa,생과일 뭐가 있어요?,생과일,"딸기, 키위, 망고, 바나나, 블루베리 있습니다","딸기, 키위, 망고, 바나나, 블루베리",메뉴문의
qa,"네, 근데 컵에서 마실 때랑 맛이 다른 거 같은데 샷이 몇 개에요?","컵,맛,샷,몇 개","따뜻한 경우는 한 샷, 아이스는 더블 샷 들어갑니다","따뜻한, 한 샷, 아이스, 더블 샷",메뉴문의
qa,도피 오가 뭡니까?,도피오,에스프레소 더블 샷입니다,"에스프레소, 더블 샷",메뉴문의
qa,모카인데 크림이 흰색이에요?,"모카,크림,흰색","네, 모카는 휘핑크림이 올라가는데 빼어드릴 수도 있어요","모카, 휘핑크림",메뉴문의
qa,이름이 뭐라고요?,이름,초코시럽이 들어가는 카페모카요,"초코시럽, 카페모카",메뉴문의
qa,아메리카노에는 안 올린다고요?,아메리카노,"네, 모카에 휘핑크림이 올라가고, 다른 크림이 있긴 하지만 여기서는 판매하지 않습니다","모카, 휘핑크림,크림, 판매",메뉴문의
qa,"커피 위에 올라가는 거 하얀색이 휘핑크림, 우유 외에 다른 건 없나요?","커피,휘핑크림,우유",아메리카노에는 보통 크림을 안 올리고 드세요,"아메리카노, 크림",메뉴문의
qa,휘핑크림 말고 다른 건 또 뭐 있어요?,휘핑크림,휘핑크림 밖에 없습니다,휘핑크림,메뉴문의
qa,아메리카노 위에 커피 하얀 거 얹는 게 뭐죠?,"아메리카노,커피",휘핑크림이요,휘핑크림,메뉴문의
qa,1분 커피가 어떤 거예요?,1분 커피,카페라테에 초코칩 아이스크림 올라갑니다,"카페라테, 초코집 아이스크림",메뉴문의
qa,색소는 뭐 써요?,색소,식용 색소 사용합니다,식용 색소,메뉴문의
qa,메뉴는 많지는 않네요?,메뉴,네 저희는 아무래도 대만에서 그대로 갖고 오기 때문에 그렇게 많은 메뉴를 운영하지는 않습니다,"대만, 메뉴",메뉴문의
qa,초콜릿 같은 음료는 뭡니까?,"초콜렛,음료",초코 라테입니다,초코라떼,메뉴문의
qa,수제 누가 크래커도 있네요?,수제 누가 크래커,네 재료를 대만에서 가지고 와서 만들었습니다,"재료, 대만",메뉴문의
qa,뜨거운 것도 이렇게 되나요?,뜨거운,타이거 밀크티는 뜨거운 게 안 나오고 기본적인 실론 밀크티는 따뜻한 것도 가능합니다,"타이거 밀크티, 뜨거운, 실론 밀크티, 따뜻",메뉴문의
qa,왜 타이거 밀크티에요?,타이거 밀크티,저희가 슈거를 둘러드리는데 이게 나중에 호랑이 무늬처럼 흘러내려서 그렇습니다,"슈가, 호랑이 무늬",메뉴문의
qa,타이거 밀크티 달아요?,타이거 밀크티,네 타이거 밀크티는 달아요,타이거 밀크티,메뉴문의
qa,잘 팔리는 게 실론 밀크티에요?,실론 밀크티,가장 기본적인 블랙 밀크 치구요 다른 거 드시던 분들은 타이거 밀크 제품 많이 드세요,"블랙 밀크티, 타이거 밀크티",메뉴문의
qa,어떤 파우더에요?,파우더,밀크 파우더요,밀크 파우더,메뉴문의
qa,밀크티는 홍차에다가 우유 넣은 거 아니에요?,"밀크티,홍차,우유",우유에 넣은 게 아니고 저희는 대만에서 갖고 온 비싼 음료 갖고 파우더를 넣은 겁니다,"우유, 대만, 음료, 파우더",메뉴문의
qa,딸기하고 바나나 섞은 거 맛있나요?,"딸기,바나나",많이 드십니다,,메뉴문의
qa,코코아는 맛있어요?,코코아,단거 좋아하시면 맛있어요,단,메뉴문의
qa,생과일주스에요?,생과일 주스,냉동과일 아니고 생과일입니다,"냉동과일, 생과일",메뉴문의
qa,아메리카노로 주시고 사이즈 따로 있나요?,"아메리카노,사이즈",사이즈는 하나고 기본 샷은 두 개가 들어갑니다,"사이즈, 하나, 샷, 두 개",메뉴문의
qa,아이스로 나온 거예요?,아이스,아이스도 있고 따뜻한 것도 있습니다,"아이스, 따뜻",메뉴문의
qa,밀크 폼 아메리카노가 뭐예요?,밀크폼 아메리카노,아메리카노 위에 우유 거품 올라간 거예요,"아메리카노, 우유거품",메뉴문의
qa,아이스크림도 많이 파나봐요?,아이스크림,네 밑에 있는 건 아이스크림이고 위에 있는 건 베이글 안에 들어가는 크림치즈입니다,"아이스크림, 위, 베이글, 크림치즈",메뉴문의
qa,원래는 얼마나 들어가죠?,,원래는 한 샷 반 들어갑니다,한샷 반,메뉴문의
qa,진하게 하면 샷이 얼마나 들어가요?,"진하게,샷",투 샷 들어가요,투샷,메뉴문의
qa,더치커피는 좀 연한 가요,더치커피,더치커피는 카페라테랑 시원한 향이 납니다,"더치커피, 카페라떼, 시원, 향",메뉴문의
qa,카페 모카는 어떤 거예요,카페 모카,초코가 들어가는 거예요,초코,메뉴문의
qa,아포 카도는요?,아포카도,아이스크림 올라간 거예요,아이스크림,메뉴문의
qa,카페 비엔나는 어떤 거예요?,카페 비엔나,아메리카노에 휘핑 들어간 거예요,"아메리카노, 휘핑",메뉴문의
qa,더치커피는 그냥 아메리카노처럼 돼있나요?,"더치커피,아메리카노",일반 아메리카노보다는 조금 더 연해요,아메리카노,메뉴문의
qa,초코 라테에도 우유 들어가는 거예요?,"초코라떼,우유",초코 라테는 초코 라테 원액을 만들어두고 우유에다가 시럽 들어가서 만들어드리는 거예요,"초코라떼, 원액, 우유, 시럽",메뉴문의
qa,토마토 주스 생과일인가요?,"토마토 주스,생과일",냉동과 일 아니고 생과일입니다,"냉동과일, 생과일",메뉴문의
qa,커피음료 말고는 뭐 있어요?,커피음료,커피음료 말고는 티 음료랑 생과일주스 있어요,"커피음료, 티음료, 생과일 주스",메뉴문의
qa,돌체 라테는 많이 단 가요?,돌체라떼,연유 들어가는 거라서 달아요,연유,메뉴문의
qa,조금 더 달겠네요,,카페 모카보다 더 달아요,카페 모카,메뉴문의
qa,카페 모카하고 캐러멜 모카는 뭐가 달라요?,"카페 모카,카라멜 모카",캐러멜은 캐러멜이 더 추가되는 겁니다,"카라멜, 추가",메뉴문의
qa,저게 다 커피 음료에요?,커피음료,커피음료 있고 여긴 커피 아닌 거예요,커피음료,메뉴문의
qa,많이 달겠네요?,,많이 달아요,,메뉴문의
qa,스타벅스 돌체 라테는 어떤 거예요?,"스타벅스,돌체라떼",샷이랑 우유랑 돌체 소스라는 원유가 들어간 달달한 커피입니다,"샷, 우유, 돌체 소스, 원유, 달달, 커피",메뉴문의
qa,생과일인가요 냉동과일인가요?,"생과일,냉동과일",생과일입니다,생과일,메뉴문의
qa,주스류는 어떤 게 있어요?,주스,토마토 자몽 오렌지가 있습니다,"토마토, 자몽, 오렌지",메뉴문의
qa,오늘의 커피라는 게 뭐예요?,오늘의 커피,오늘의 커피는 베란다라는 드립 커피예요,"오늘의 커피, 베란다, 드립커피",메뉴문의
qa,시그니처 초콜릿 같은 건 없어요?,시그니처 초콜렛,시그니처 초콜릿도 있습니다,시그니처 초콜렛,메뉴문의
qa,초코 음료는 어떤 게 있어요?,쵸코음료,"초코는 아이스초코, 핫초코랑 자바 칩 음료 있습니다","쵸코, 아이스초코, 핫초코, 자바 칩 음료",메뉴문의
qa,콜드폼 카푸치노가 뭐예요?,콜드폼 카푸치노,콜드폼 카푸치노는 카푸치노 위에 폼이 올라가는 겁니다,"콜드폼 카푸치노, 카푸치노, 위, 폼",메뉴문의
qa,초콜릿 라테 많이 달아요?,초콜렛 라떼,네 초콜릿 라테는 많이 답니다,초콜렛 라떼,메뉴문의
qa,초콜릿 라테는 초콜릿 맛이죠?,"초콜렛 라떼,초콜렛맛",네 초콜릿 라테는 초콜릿 맛입니다,"초콜렛 라떼, 초콜렛맛",메뉴문의
qa,스무디는 차가운 거죠?,"스무디,차가운",네 스무디는 차가운 음료입니다,"스무디, 차가운, 음료",메뉴문의
qa,커피 말고 다른 메뉴는 뭐가 있나요?,"커피,메뉴",티 나 에이드 종류가 있습니다,"티, 에이드, 종류",메뉴문의
qa,원 사이즈인가요?,원사이즈,네 저희 음료는 원 사이즈입니다,원사이즈,메뉴문의
qa,카페라테에 샷이 몇 개가 들어가요?,"카페라떼,샷,몇 개",카페라테에는 샷 세 개가 들어갑니다,"카페라떼, 샷, 세 개",메뉴문의
qa,네 그린 티 라테는 녹차가루 들어가는 건가요?,"그린티 라떼,녹차가루",네 그린 티 라테에는 녹차 파우더가 들어갑니다,"그린티 라떼, 녹차 파우더",메뉴문의
qa,시나몬 뿌려주는 거 있나요?,시나몬,카푸치노에 시나몬이 들어갑니다,"카푸치노, 시나몬",메뉴문의
qa,헤이즐넛 바닐라라테 많이 달아요?,헤이즐넛 바닐라라떼,네 많이 답니다,,메뉴문의
qa,과일주스는 진짜 과일 갈아서 주는 거죠?,"과일주스,과일",네 과일주스는 진짜 과일을 갈아서 드립니다,"과일주스, 과일",메뉴문의
qa,베이커리도 하시나 봐요?,베이커리,케이크 종류는 팔고 있습니다,"케이크, 종류",메뉴문의
qa,스무디랑 비슷한 건가요?,스무디,네 스무디랑 비슷한 음료입니다,"스무디, 음료",메뉴문의
qa,플랫 지노는 뭐예요?,플랫치노,얼음이 들어간 차가운 음료입니다,"얼음, 차가운, 음료",메뉴문의
qa,리트로 콜드브루는 따뜻한 거예요?,"리트로콜드브루,따뜻",리트로 콜드브루는 차가운 음료입니다,"리트로콜드브루, 차가운, 음료",메뉴문의
qa,커피잔도 판매하시는 거예요?,"커피잔,판매",네 커피잔도 판매하고 있습니다,"커피잔, 판매",메뉴문의
qa,캐러멜 마키야 토는 단 거예요?,"캬라멜 마키야또,단",캐러멜 마키야 토는 캐러멜 시럽이 들어가서 많이 답니다,"캬라멜 마키야또, 캬라멜 시럽",메뉴문의
qa,화이트 모카는 어떤 거예요?,화이트모카,화이트 모카는 하얀 초콜릿이 들어간 음료입니다,"화이트모카, 하얀 초콜릿, 음료",메뉴문의
qa,더블 그린 카페라테는 뭐예요?,더블그린 카페라떼,더블 그린 카페라테는 녹차라테라고 생각하시면 됩니다,"더블그린 카페라떼, 녹차라떼",메뉴문의
qa,얼그레이 향이 좀 있겠네요?,얼그레이 향,네 얼그레이 향이 납니다,얼그레이 향,메뉴문의
qa,얼그레이는 뭐예요?,얼그레이,얼그레이는 홍차입니다,"얼그레이, 홍차",메뉴문의
qa,얼그레이 아메리카노는 어떤 맛이에요?,"얼그레이 아메리카노,맛",기본 아메리카노에 얼그레이 티가 들어간 맛입니다,"아메리카노, 얼그레이 티, 맛",메뉴문의
qa,양은 똑같아요?,양,숏 라테가 양은 좀 작지만 향이 깊고 진하게 드실 수 있습니다,"숏라떼, 양, 향, 진하게",메뉴문의
qa,숏 라테는 어떤 거예요?,숏라떼,숏 라테는 일반 라테보다 진한 라테입니다,"숏라떼, 라떼, 진한, 라떼",메뉴문의
qa,캐머마일은 어떤 거예요?,캐모마일,캐머마일은 허브티 티백입니다,"캐모마일, 허브티 티백",메뉴문의
qa,커피에 들어가는 건가요?,커피,아뇨 커피는 들어가지 않습니다,커피,메뉴문의
qa,치즈케이크 라테는 어떤 거예요?,치즈케이크라떼,치즈케이크 라테는 라테에 치즈케이크 맛 파우더를 넣는 겁니다,"치즈케이크라떼, 라떼, 치즈케이크 맛 파우더",메뉴문의
qa,더치 라테는요?,더치라떼,더치 라테는 찬물에 커피와 우유를 넣는 겁니다,"더치라떼, 찬, 물, 커피, 우유",메뉴문의
qa,헤이즐넛 라테는 뭐예요?,헤이즐넛라떼,헤이즐넛 라테는 라테에 헤이즐넛 시럽이 들어가는 겁니다,"헤이즐넛라떼, 라떼, 헤이즐넛시럽",메뉴문의
qa,머핀이랑 쿠키는 만들어서 파시는 건가요?,"머핀,쿠키",아뇨 머핀이랑 쿠키는 조달하는 제품입니다,"머핀, 쿠키",메뉴문의
